Name,Address,State,City,PinCode,Phone,Email,,,,,,,,,,,,,,
Touch Nursing Home Pvt.Ltd,"Rajbaripara,PS -Kotwali, PO & DIST-Jalpaiguri",West Bengal,Jalpaiguri,735101,9662736521,TOUCH2008@REDIFFMAIL.COM,,,,,,,,,,,,,,
Tra General Hospital,"7-Dr.Biresh Guha Road, Parkcircus",West Bengal,Kolkata,700017,033 - 22895346 / 22894692,www.santa.dhava@gmail.com,,,,,,,,,,,,,,
Travancore Medical College Hospital,Medicity Nh Bypass Mylapore Umayanalloor P O Kollam,Kerala,Kollam,691589,4743069999,insurance@tmc.ac.in,,,,,,,,,,,,,,
Treatment Range Hospital,"Mig 331 & 333 , Kphb Colony Road No 4 Kukatpally Hyderabad",Telangana,Hyderabad,500072,7815949419,TREATMENTRANGE@GMAIL.COM,,,,,,,,,,,,,,
trenetralaya,dr sundari mohan avenue kolkata,West Bengal,Kolkata,700014,,,,,,,,,,,,,,,,
Tricare Multispeciality Hospital,"2,crystal plaza, ",Gujarat,Vapi,396191,9662489936,tricaremhospital@gmail.com,,,,,,,,,,,,,,
Trichur District Co-Operative Hospital,"Shornur Road, Trichur",Kerala,Thrissur,680001,9447267759,cooperativehospitaltcr@gmail.com,,,,,,,,,,,,,,
Trichy Srm Mrdical College Hospital And Research Centre,"SRM NAGAR ,TRICHY-CHENNAI HIGHWAY ,NEAR SAMAYAPURAM ",Tamil Nadu,Trichy,621105,4312258833,insurance@mc.srmtrichy.edu.in,,,,,,,,,,,,,,
Tricolour Hospital And Critical Care,2-2-74 and 75 Amberpet main road,Telangana,Hyderabad,500013,0,TRICOLOURHOSPITALVPBD@GMAIL.COM,,,,,,,,,,,,,,
Tricolour Hospitals(A Unit Of Shri Ramkrupa Medicare Pvt Ltd),DR. VIKRAM SARABHAI ROAD,Gujarat,Vadodara,390007,9081711444,TPA@TRICOLOURHOSPITALS.COM,,,,,,,,,,,,,,
Trident Hospital,"B7/8, 1st Floor, Pooja enclave, ",Maharashtra,Mumbai,400067,28680016,tridenthospital18@gmail.com,,,,,,,,,,,,,,
Trident Hospitals,"Nh-7, Main Road, Madhuranagar, Shamshabad",Telangana,RangaReddy,501218,8413-223222 / 223555 / 223666,tridenthospital@gmail.com,,,,,,,,,,,,,,
Tridev Hospital,Near Bajla Chowk,Jharkhand,Deoghar,814112,6204957365/9661530138,TRIDEVHOSPITAL.DEOGHAR@GMAIL.COM,,,,,,,,,,,,,,
Trilife Hospital (A Unit Of Specialist Health Systems Pvt Ltd),"No. 216, 7th Main, 80 Feet Road, 1st Block, Hrbr Layout, Kalyannagar",Karnataka,Bengaluru,560043,9513511127,INSURANCE@SPECIALISTHOSPITAL.IN,,,,,,,,,,,,,,
Triloki Hospital,"SF/1,R-16 SQUARE,NR.DOMINOS,GIDC",Gujarat,Ankleshwar,393002,9601264981,,,,,,,,,,,,,,,
Trimestre Medical Healthcare Pvt Ltd,239/3 G T Road,West Bengal,Hooghly,712258,26635500,CHATUSKONMEDICLAIM@GMAIL.COM,,,,,,,,,,,,,,
Trimurti Hospital,"S-2/344, GILAT BAZAAR, NEAR TAHSIL, BHOJUBIR",Uttar Pradesh,Varanasi,221002,8874322277,trivns@gmail.com,,,,,,,,,,,,,,
Trinetra Eye Care,"1St Floor Shivashakti Complex, Jalanagar Main Road, Vijayapur.",Karnataka,Vijayapura,586109,8376934338,TRINETRA.TPA@GMAIL.COM,,,,,,,,,,,,,,
Trinetra Eye Hospital,"#1212/1, 3RD CROSS ASHOKNAGAR OPP. VIKRAM HOSPITAL",Karnataka,Mandya,571401,9980181899,trinetraeyehospital@yahoo.co.in,,,,,,,,,,,,,,
Trinetra Hospital,OLD LITTLE FLOWER SCHOOL BUILDING,Telangana,Wanaparthy,509103,8801501050,TRINETRAINSURANCE@GMAIL.COM,,,,,,,,,,,,,,
Trinetra Super Speciality Eye Hospital,"1st floor , wasvani plaza ",Madhya Pradesh,Ujjain,456010,8224047020,TRINETRAEYE@GMAIL.COM,,,,,,,,,,,,,,
Trinetra Superspeciality Eye Hospital,"4/144, VAIBHAV KHAND, GOMTI NAGAR, LUCKNOW",Uttar Pradesh,Lucknow,226010,4000119,TRINETRAEYEHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Trinity Children Hospital,"3Rd Floor, J V Square",Gujarat,Vyara,394650,9724922203,TRINITYHOSPITALVYARA@GMAIL.COM,,,,,,,,,,,,,,
Trinity Eye Care Pvt Ltd,"Aswini Junction,,Kovilakathumpadam, Patturaikkal, Thrissur, Kerala - 680 022.",Kerala,Thrissur,680022,8089029666,INSURANCE.TCR@TRINITYEYE.IN,,,,,,,,,,,,,,
Trinity Eye Hospital,"PROSI PLAZA BUILDING,     PATTERI PO, POTTAMMAL JN, CALICUT,KERALA-673016",Kerala,Calicut,673016,2744400121,INSURANCECLT@TRINITYEYE.ORG,,,,,,,,,,,,,,
Trinity Eye Hospital,"Stadium Road, Palakkad",Kerala,Palakkad,678001,8136909333,insurance.pkd@trinityeye.in,,,,,,,,,,,,,,
Trinity Hospital,"Grorai Shree Sidarshana Society, 1st, Floor, Opp, suvidya School, Gorai 1, Borivali (W), Mumbai, Maharashtra-400091",Maharashtra,Mumbai,400091,28600061 / 62,CASHLESSTRINITY20@GMAIL.COM,,,,,,,,,,,,,,
Trinity Hospital,D No 2-542,Andhra Pradesh,Tadepalligudem,534101,225555,insurancedesk.trinity@gmail.com,,,,,,,,,,,,,,
Trinity Hospital ,"sri ram nagar,nayudupet",Andhra Pradesh,Nellore,524126,8500247333,TRINITYNYP@GMAIL.COM,,,,,,,,,,,,,,
Trinity Hospital And Heart Foundation,"Near Rv Teacher College Circle, Basavanagudi, Basavanagudi",Karnataka,Bengaluru,560004,9008300611,trinityheartfoundation@gmail.com,,,,,,,,,,,,,,
Trinity Hospital And Medical Research Institute,"Sco 352-355, Swastik Vihar, Patiala Road",Punjab,Zirakpur,140603,286222,info@trinityhospital.in,,,,,,,,,,,,,,
Trinity Multispeciality Hospitals,"#5-384/2, VEERABHADRA ARCADE, NEAR NAGARAM WATER TANK, NAGARAM, DAMMAIGUDA MAIN ROAD, NAGARAM, MEDCHAL",Telangana,Malkajgiri,500083,7093525006,trinityhospital.insurance@gmail.com,,,,,,,,,,,,,,
Trinity Neuro Hospital & Trauma Centre( A Unit Of Sanchi Mediaids Pvt.Ltd),"304, Bhoi Nagar, Behind DCP Office, Vani Vihar",Odisha,Bhubaneswar,751022,8917281114,CORP.TRINITYNEUROHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
"Tripathi Hospital & Trauma Centre, Ghaziabad",E-14 Sector 9 New Vijay Nagar Ghaziabad,Uttar Pradesh,Ghaziabad,201009,2790767,tripathihospital2019@gmail.com,,,,,,,,,,,,,,
Tripti Hospital,Lalghati square,Madhya Pradesh,Bhopal,462030,8319008393,TPA.TRIPTIHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Tripti Hospital & Urology Centre,"Opp I.G Office ,Delhi By Pass",Haryana,Rohtak,124001,9466676681,TRIPTIHOSPITALTPARTK@GMAIL.COM,,,,,,,,,,,,,,
Trisha Hospital,"At Purighat, P.O. Talatenga Bazaar",Odisha,Cuttack,753009,9040040000,TRISHAHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Trisha Multispecility Hospital,"GF-5,6,7, 6TH AND 7TH FLOOR DREAM SQUARE",Gujarat,Ahmedabad,380013,27623762,cashless@trishahospital.com,,,,,,,,,,,,,,
Tristar Hospital,"Opp T&TV School, Nanpura, Athwagate",Gujarat,Surat,395001,2612200111,insurance@tristarsurat.org,,,,,,,,,,,,,,
Trivedis Eye & Dental Centre,"127 Y-1, Kidwai Nagar",Uttar Pradesh,Kanpur,208011,9598777116,TRIVEDIEYEANDDENTAL@GMAIL.COM,,,,,,,,,,,,,,
Triveni Health Care,1480 - Wright Town,Madhya Pradesh,Jabalpur,482002,3500283,THCJABALPUR2021@GMAIL.COM,,,,,,,,,,,,,,
Triveni Hospital,"2N67, BP NEAR YADAV TOUR & TRAVELS 2-3 GOAL CHAKKAR FARIDABAD 121001",Haryana,Faridabad,121001,1294040333,TRIVENIHOSPITAL22@GMAIL.COM,,,,,,,,,,,,,,
Triveni Hospital And Trauma Centre,"C/20,HIG main road",Madhya Pradesh,Indore,452001,4090877 / 4009092,TRIVENIHOSPITALTRAUMACENTRE@GMAIL.COM,,,,,,,,,,,,,,
Triveni Multi Speciality Hospital,"Ansari Colony ,Nalgonda- 508001",Telangana,Nalgonda,508001,9866576599,TRIVENI.NLG@GMAIL.COM,,,,,,,,,,,,,,
Trivision Eye Hospital And Lasik Centre,"V N Sphere 203, 204 , 2nd Floor Opp Shoppers Stop/ Persian Darbar Restaurant, Linking Rd, above Titan Watches, Bandra West, Mumbai, Maharashtra 400050",Maharashtra,Mumbai,400050,26059443,trivisioneye1220@gmail.com,,,,,,,,,,,,,,
True Heal Multispeciality Hospital ,"1st Floor, Krupa Sindhu Building, Near Bus Depot & Station",Maharashtra,Thane,421503,7769933444,truehealhospitalcashless@gmail.com,,,,,,,,,,,,,,
True Yashdan Nursing Home ,REHRA ROAD HASANPUR AMROHA UP- 244241,Uttar Pradesh,hasanpur,244241,7895618591,TRUEYASHDAN.IN@GMAIL.COM,,,,,,,,,,,,,,
Trupti Hospital,"Nebula-D, Cosmos Paradise, Devdaya Nagar, Pokhran Road No.1",Maharashtra,Thane,400606,25856666,TRUPTIHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Trupti Nursing Home,"1st Floor, B/H Janta Market - Ii, Near Capital Business Center, Panch Batti, Baruch",Gujarat,Bharuch,392001,9825571325,dr.truptishah05@yahoo.com,,,,,,,,,,,,,,
Trupti Nursing Home,"# 463 1st Block, 3rd Stage, Basaveshwar Nagar, Bangalore - 560079",Karnataka,Bengaluru,560079,080 - 23220269,shivamangala30@gmail.com,,,,,,,,,,,,,,
Trust Hospital,"D.No:3-29, Sarpavaram Junction, Kakinada",Andhra Pradesh,Kakinada,533005,9232141548,BILLING.TRUSTHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Trust Hospital,"Benz Circle, Sub Register Office Road",Andhra Pradesh,Vijayawada,522510,9393939300,TRUSTHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Trustwell Hospitals Pvt. Ltd,NO. 5 CHANDRIKA TOWER JC ROAD ,Karnataka,Bangalore,560002,4345666777,CUSTOMERCARE@TRUSTWELLHOSPITALS.COM,,,,,,,,,,,,,,
Ts Misra Medical College And Hospital,463/1 Amausi Bijnore Near Amausi Railway Station,Uttar Pradesh,Lucknow,226008,7839564408,TSMTPA@GMAIL.COM,,,,,,,,,,,,,,
Tsc Hospital Pvt Ltd,"Nh Bypass, Near Infosys Campus, Kulathoor Po ,",Kerala,Trivandrum,695583,2412128,TSCHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Tsquare Hospital Pvt. Ltd.,NR. TSQUARE CIRCLE,Gujarat,Anand,388001,350200,TSQUAREHOSPITAL.ANAND@GMAIL.COM,,,,,,,,,,,,,,
Tulasi Hospitals,"A-12, Electronic Complex, Beside Sbh, Kushaiguda, Ecil, X Roads, Ranga Reddy, Hyderabad",Telangana,Hyderabad,500062,9553366692,insurance@tulasihospitals.com,,,,,,,,,,,,,,
Tulasi Multi Speciality Hospital,"DNO.:13-6-1, 5TH LANE, GUNTURVARI THOTA",Andhra Pradesh,Guntur,522001,8632323235,tulasimultispecialityhospital@yahoo.com,,,,,,,,,,,,,,
Tulip Hospital,Plot No 5 Prashant Nagar Patharadi Phata Nashik,Maharashtra,Nashik,111111,9119444802,TULIPHOSPITALNASHIK@GMAIL.COM,,,,,,,,,,,,,,
Tulip Hospital,"Market yard road, opp. Ruikar colony,near Maharaja Hotel,KOLHAPUR",Maharashtra,Kolhapur,416005,7720909494,tuliphospital.kolhapur@gmail.com,,,,,,,,,,,,,,
Tulip Maternity And Nursing Home,"Shop No. 1, Flat No. E-01, E-02, Gokul Park, Opp. D-Mart, Nr New Viva College,",Maharashtra,Virar,401303,7767852828,TULIPHOSPITAL56@GMAIL.COM,,,,,,,,,,,,,,
Tulip Multispecilaity Hospital Pvt Ltd,"Vivekanand Chowk, Delhi Road ,",Haryana,Sonipat,131001,2218812,paneltuliphospital@gmail.com,,,,,,,,,,,,,,
Tulsi Eye Hospital,"Happy Home Colony,Gen Vaidya Nagar",Maharashtra,Nashik,422001,9890700000,EYECARE@TULSIEYEHOSPITAL.ORG,,,,,,,,,,,,,,
Tulsi Hospital Ltd,"14/116-A, Civil Lines Kanpur",Uttar Pradesh,Kanpur,208001,"0512 - 2536404 / 06 / 9598060511, 9598060512",tulsihospitalsltd@gmail.com,,,,,,,,,,,,,,
Tulsi Memorial Hospital,"S2 Bld, Vedant commercial Complex, Vartak Nagar, Thane, Thane, Maharashtra",Maharashtra,Thane,400610,7715896314,tulsimemorialhospital2019@gmail.com,,,,,,,,,,,,,,
Tulsi Multispeciality Hospital,"B-1, West Jyoti Nagar,",Delhi,New Delhi,110094,9650203034,TPATULSIHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Tx Hospitals,"3-2-848/1, Kachiguda Station Road, Kachiguda",Telangana,Hyderabad,500027,9502883999,BILLING.KACHIGUDA@TXHOSPITALS.IN,,,,,,,,,,,,,,
Tx Hospitals,"8-2-679&8-2-680/A, Road No: 12, Banjara Hills, Hyderabad – 500034, Telangana",Telangana,Hyderabad,500034,9985910956,DR.RANEETH@TXHOSPITALS.IN,,,,,,,,,,,,,,
Tx Hospitals,"2-6-71, Near Old Masque, Bharath Nagar, Uppal",Telangana,Hyderabad,500039,9701667662,SKIMSCORPORATE@GMAIL.COM,,,,,,,,,,,,,,
Tyagi Eye Hospital,A 100 BHAN NAGAR PRINCE ROAD JAIPUR,Rajasthan,Jaipur,302006,2350389,DRSWATIMTYAGI@YAHOO.CO.IN,,,,,,,,,,,,,,
Tyagi Nursing Home,66/3 & 66/4 Ashok Nagar,Delhi,New Delhi,110018,9662736497,TNHDATA@YAHOO.COM,,,,,,,,,,,,,,
Ubm Multispecaility Hospital,Jawar Main Road,Madhya Pradesh,Sehore,466222,7415709740 / 9425357186,UBMHOSPITAL2021MP@GMAIL.COM,,,,,,,,,,,,,,
Ubuntu Heart Hospital,"Plot no 13, Shri Ram Colony ",Madhya Pradesh,Bhopal,462026,4949111,ubuntutpa@gmail.com,,,,,,,,,,,,,,
Udai Omni Hospitals Pvt Ltd,"5-9-94, Chapel Road, Hyderabad",Telangana,Hyderabad,500001,9440602168,billing@udaiomni.com,,,,,,,,,,,,,,
Uday Hospitals,"NEAR MEHER BABA TEMPLE,AUTONAGAR,GUNTUR",Andhra Pradesh,Guntur,522001,2223245,udayhospitalhelpdesk@gmail.com,,,,,,,,,,,,,,
Udaya Sree Maternity Hospital &Laparoscopy Center,"beside hrudaya hospital,behind rtc bustand,vidyanagar,nalgonda",Telangana,Nalgonda,502103,9491555234   9493500000,udayasreehospital@gmail.com,,,,,,,,,,,,,,
Udayagiri Multi Speciality Hospital,"Perunna P.O, Changanacherry, Kottayam(Dist)",Kerala,Kottayam,686102,4812421250,udaygiri2018@gmail.com,,,,,,,,,,,,,,
Udayan Hospital,"WEST BORING CANAL ROAD, NEAR RAJAPUR PUL",Bihar,Rohtas,800001,8407804701,TPA.UDAYANHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Udayananda Hospitals,"30/410-426, BOGGULANE",Andhra Pradesh,Nandyal,518501,7799886336,insurance@udayanandahospitals.com,,,,,,,,,,,,,,
Udbhava  Hospitals,PLOT NO14-17 NANDI CO-OP SOCITY,Telangana,Hyderabad,500049,9603054445,udbhavahospitals@gmail.com,,,,,,,,,,,,,,
Udbhava Childrens Multi Speciality Hospital,"Mig-196, Road No-1, Kphb Colony, Kukatpally",Telangana,Hyderabad,500008,8978219128,udbhavachildrenshospital@gmail.com,,,,,,,,,,,,,,
Udhbhava Hospital,"No. 114, 100 Feet Ring Road, Banashankari 3rd Stage, Bangalore - 560085",Karnataka,Bengaluru,560085,080 - 26693032 / 26693033,udhbhava_hospital@yahoo.co.in,,,,,,,,,,,,,,
Udhi Eye Hospitals,"9 Murrays Gate Road Alwarpet, Chennai.",Tamil Nadu,Chennai,600018,9080419672,UDHIINSURANCE@YAHOO.IN,,,,,,,,,,,,,,
Udhran Hospital,"Bigrahpur ,Mithapur Bus Stand Patna",Bihar,Patna,800001,7992325143,HOSPITAL.UDHRAN@GMAIL.COM,,,,,,,,,,,,,,
Udyaan Health Care,"730, Udyan - 1, Eldeco, Near Bangla Bazar Opp Awho.",Uttar Pradesh,Lucknow,226002,0522 - 2447498 / 2325310,drmukulesh@yahoo.com,,,,,,,,,,,,,,
Ujala Cygnus Bright Star Hospital,"Sector 16, New Moradabad,",Uttar Pradesh,Moradabad,244102,9837000971,tpa.mdb@ujalacygnus.com,,,,,,,,,,,,,,
Ujala Cygnus Central Hospital,"Gas Godam Tiraha, Kusumkhera, Haldwani, Nainital District",Uttarakhand,Haldwani,263139,9927084182,centralhospitalcorporate@gmail.com,,,,,,,,,,,,,,
Ujala Cygnus Kashmir Super Speciality Hospital,"Nowgam Byepass, Srinagar, Kashmir",Jammu Kashmir,Srinagar,190001,2416661,UCKHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Ujala Cygnus Kulwanti Hospital,"117/N/8, KAKADEO, KANPUR",Uttar Pradesh,Kanpur,208025,9236563683,tpa.knp@ujalacygnus.com,,,,,,,,,,,,,,
Ujala Cygnus Rainbow Hospital,"A/3 Suraj Vihar Colony Near Guru Ka Tal Gurudwara Sikandra Agra,",Uttar Pradesh,Agra,282007,8791143560,tpa.agra@ujalacygnus.com,,,,,,,,,,,,,,
Ujhwal Hospitals,"D.No 6-127/12,Backside Union Bank,NH-5, Madhurawada",Andhra Pradesh,Vishakapatnam,530041,9662736571,ujhwalhospitals@gmail.com,,,,,,,,,,,,,,
Ujjain Ortho Hospital,"MR-2, PSP 1, ",Madhya Pradesh,Ujjain,456010,9669698112,ujjainorthohospital01@gmail.com,,,,,,,,,,,,,,
Ujjiban Multi Speciality Hospital,"Jatragachi, P.O. & P.S. - Newtown, Dist - 24 Pgs (N) Opp. Hidco Bhawan, Biswa Bangla Gate, Kolkata - 700 161",West Bengal,Kolkata,700161,9830080806,UJJIBANMULTISPECIALITYHOSP21@YAHOO.COM,,,,,,,,,,,,,,
Uk Nursing Home,"m-1,vikas puri,new delhi",Delhi,New Delhi,110018,9810023324,UKNURSINGHOME@GMAIL.COM,,,,,,,,,,,,,,
Ulwe Superspeciality Hospital,"Plot No - 60, Shree Ameya Krupa ",Maharashtra,Navi mumbai,410206,8070790777,ULWESUPERSPECIALITY@GMAIL.COM,,,,,,,,,,,,,,
Uma Eye Clinic,182 PLOT NO 995 O BLOCK 2ND AVENUE ANNA NAGAR,Tamil Nadu,Chennai,600040,9840442288,info@umaeyeclinic.in,,,,,,,,,,,,,,
Uma Hospital And Critical Care Center,SUYASH CHEMBER 2ND FLOOR,Maharashtra,Nashik,422010,9881748817,umahospital123@gmail.com,,,,,,,,,,,,,,
Uma Laproscopy Hospital,B/7 Gajanan Society Uma Char Rasta Waghodia road,Gujarat,Vadodara,390019,9054146433,GRIGLANI@YAHOO.CO.IN,,,,,,,,,,,,,,
Uma Maheswari Hospital,DNO 3/128 3/129 ,Andhra Pradesh,Kadapa,516001,9347548589,INSURANCEUMAMAHESWARIHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Uma Medical Related Institute Private Limited,"V.I.P Road, Teghoria, Kolkata-59",West Bengal,Kolkata,700059,9230086114,umri.mediclaim@gmail.com,,,,,,,,,,,,,,
Uma Sanjeevani Health Centre,"1, Dakshini Marg, Dlf Phase-11 Gurgaon",Haryana,Gurgaon,122002,0124 - 2350960 / 2350460 / 2351257 / 2353629,umasanjeevani@rediffmail.com,,,,,,,,,,,,,,
Umadevi Sitaram Bairagi Hospital Fertility And Reserch Center,"Soman Sun City, Birla Collage Road, Opp Bhoirwadi Bus Stop, Kalyan W",Maharashtra,Mumbai,421301,9920029005/2232708,UMATPA18@GMAIL.COM,,,,,,,,,,,,,,
Umakanth Eye Hospital,PATEL NAGAR,Karnataka,Hospet,583201,7220677234,umakanthhospital@gmail.com,,,,,,,,,,,,,,
Umang Maternity And Nursing Home,"Ground Floor, Satya Jeevan Society O T Section Chowk, Ulhasnagar 4 Thane 421004",Maharashtra,Ulhasnagar,421004,9175073736,UMANGNURSING@GMAIL.COM,,,,,,,,,,,,,,
Umang Super Speciality Hospital,"Building No.306, Opp. Radha Swami Satsang Bhawan Pataudi Road",Haryana,Gurgaon,122001,7291975509,TPA.UMANGHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Umaprem Netralay,"N-6/13 E-1-2, CHITAIPUR, DLW--CHITAIPUR ROAD, VARANASI, 221005",Uttar Pradesh,Varanasi,221005,9919008812,UMAPREMNETRALAY@GMAIL.COM,,,,,,,,,,,,,,
Umarani Hospital,1/136 A ANNAI SATHYA NAGAR ,Tamil Nadu,Krishnagiri,635001,9843560606,UMARANIHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Umeed Multispeciality Hospital (A Unit Of Ggs Commerce Pvt Ltd ),"DHURI PATIALA BYPASS ROAD, SANGRUR, 148001, PUNJAB",Punjab,Sangrur,148001,512029,CONTACT@UMEEDHEALTHCARE.COM,,,,,,,,,,,,,,
Umiya Orthopedic And Surgical Hospital And Icu,"SF-11, PALLADIUM MALL, OPP. 4D SQUARE , VISAT- GANDHINAGAR HIGHWAY, MOTERA,  PINCODE-382424",Gujarat,Gandhi Nagar,382424,079-29298778 / 29298778,,,,,,,,,,,,,,,
Umkal Hospital And Heart Research Inst,"A -520 , Sushant Lok -1, Phase -1",Haryana,Gurgaon,122002,0124 - 4666555 / 4041285 / 410000 / 9818646272,billing.umkal@gmail.com,,,,,,,,,,,,,,
Umri Hospital (Unit Of Uniqucynax Healthcare Pvt. Ltd.),"35/5, Bosepara Road, Kolkata, Pin-700008",West Bengal,Kolkata,700008,9073699003,"TPA@UMRIHOSPITAL.COM,MARKETING@UMRIHOSPITAL.COM",,,,,,,,,,,,,,
Unicare Hospital,"Chakan Talegaon Road, Nanekarwadi, Chakan, Tal- Khed Dist- Pune",Maharashtra,Chakan,410501,9225070768,unicarechakan@gmail.com,,,,,,,,,,,,,,
Unicare Hospital,Sr no -45 Milkat no 1/0134 near jain mandir dehu-alandi road -dehugaon pin -412109,Maharashtra,Pune,412109,"7775988364, 7020404004",uniq.hosp@gmail.com,,,,,,,,,,,,,,
Union Hospitals,"29-4-7, Kodandarami Reddy Street",Andhra Pradesh,Vijayawada,520002,9662736562,insurance.unionhospitals@gmail.com,,,,,,,,,,,,,,
Unique Childrens Hospital,"HIRA – MOTI FORTUNE, MUMBAI – PUNE ROAD, OPP. CHINCHWAD POLICE STATION, CHINCHWAD, PUNE.",Maharashtra,Pune,411019,46742121,uniquehospitalcashless@gmail.com,,,,,,,,,,,,,,
Unique Hospital,"Unique Hospital, Bamrol Road, Opp. Kiran Motirs",Gujarat,Surat,395001,9978944667,uniquehospitalsurat@yahoo.com,,,,,,,,,,,,,,
Unique Hospital,"335,Jawahar Marg ,",Madhya Pradesh,Indore,452002,2534124,UNIQUEHOSPITAL.JWM@GMAIL.COM,,,,,,,,,,,,,,
Unique Hospital And Polyclinic,"Jamuna Apts, Opp Shoppers Stop, S V Road",Maharashtra,Mumbai,400056,022 - 26283600 / 26285700,MEETMEDHA@YAHOO.COM,,,,,,,,,,,,,,
Unique Multispeciality Hospital,"205/1 ANANDTARA ,PALEKAR NIWAS ,NEAR BASKET BRIDGE ,RAVET, PUNE",Maharashtra,Pune,412101,020 - 65604848 / 9028066020,umhravet@gmail.com,,,,,,,,,,,,,,
Unique Multispeciality Hospital,"Tapovan Soc., Behind Akshar Plaza -3, Opp. Baby Land School, Zanzarda Chowkdi",Gujarat,Junagadh,362001,9712703381,UNIQUEMULTISPECIALITYHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Unique Orthopaedic Hospital ,"F/2, UMA BHAVAN INSIDE, PATEL BHUVAN , STATION ROAD, KADI, KADI, Dist-MEHSANA GUJARAT - 382715",Gujarat,Kadi,382715,9909992986,uniqueorthopaedic@gmail.com,,,,,,,,,,,,,,
United Ciigma Hospital Aurangabad,"PLOT NO 6,7  SHAHANOOR WADI DARGHA ROAD",Maharashtra,Aurangabad,431005,2402366666,uc.ins.tpa@gmail.com,,,,,,,,,,,,,,
United City Hospital,KARSHETHJI ROAD,Maharashtra,Ahmednagar,414001,9975094581,unitedcity1907@gmail.com,,,,,,,,,,,,,,
United Green Hospital,"GREEN ATRIA, IN FRONT OF SNEH SANKUL WADI, BESIDE SILVER PARK SOCIETY",Gujarat,Surat,395009,7199000,tpa.unitedgreen@gmail.com,,,,,,,,,,,,,,
United Hospital,Opp Siddarth Law College Near Svp Chowk,Karnataka,KALABURAGI,585102,9986543344,INSURANCEIDUH@GMAIL.COM,,,,,,,,,,,,,,
United Medical Centre,"Kottakanni Road, Kasaragod",Kerala,Kasaragod,671121,4994231575,UNITEDMEDICALCENTRE@GMAIL.COM,,,,,,,,,,,,,,
United Medicity,"RAWATPUR , ALLAHABAD, 211012",Uttar Pradesh,Allahabad,211012,9305100014,CORPORATE@UNITEDMEDICITY.COM,,,,,,,,,,,,,,
United Multispeciality Hospital,"Shop no.1,2,3 A,Kesar Ashish CHS,Near Nirman Diagnostic,Link Road,Mahavir Nagar,Kandivali West,Mumbai",Maharashtra,Mumbai,400067,8928327370,UNITEDMULTISPECIALITYHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
United Multispeciality Hospital,"Paccha Plaza, Samel Pada, Near Saraswat Bank, Nalasopara West",Maharashtra,Virar,401203,9702887885,unitedhospital123@gmail.com,,,,,,,,,,,,,,
Unittas Multispeciality Hospital,"S.No.325/1C/A2, Duraisamy Reddy Street, West Tambaram, Chennai 600045.",Tamil Nadu,Tambaram,600045,9444777622,UNITTAS.INS@GMAIL.COM,,,,,,,,,,,,,,
Unittas Multispeciality Hospital Pvt Ltd,141/1 KAZHIPATTUR VILLAGE,Tamil Nadu,Chennai,603103,4012012,INSURANCE@UNITTAS.IN,,,,,,,,,,,,,,
Unity Centre For Orthopaedics And Trauma,"3-5-170/Gs, Narayanguda, Hyderabad, Narayanaguda",Telangana,Hyderabad,500029,040 - 23261933,gsrpadma@hotmail.com,,,,,,,,,,,,,,
Unity Hospital P Ltd,Post. Kanippayyur,Kerala,Kunnamkulam,680517,5222811,UNITYHOSPITALINSURANCE@GMAIL.COM,,,,,,,,,,,,,,
Unity Icu And Trauma Hospital,C BLOCK,Gujarat,Idar,383430,8141755255,unityhospital2020@gmail.com,,,,,,,,,,,,,,
Unity Lifeline Hospital,"#193.2nd Block, 2nd Stage, Nagarbhavi, Near Bda Complex, Nagarbhavi",Karnataka,Bengaluru,560072,9880020142,unity_lifeline@yahoo.in,,,,,,,,,,,,,,
Unity Multy Specialty Hospital,"1St Floor,Sgri Ram Vardan Complex, Opp. Poonam Hills, Bhiwandi Vasai Road,Kharbav, Bhiwandi, Pin-421301",Maharashtra,Bhiwandi,421302,9112397979,UNITYHOSPITALKHARBAV@GMAIL.COM,,,,,,,,,,,,,,
Unity Ortho And Eye Hospital,"1st Floor, Rajdhani Complex, Near Shri Shankar Maharaj Math, Pune - Satara Road, Pune - 411043",Maharashtra,Pune,411043,9881001292,mona9unity@gmail.com,,,,,,,,,,,,,,
Unity Super Speciality Hospital,SP DPS NAIK ENCLAVE MARATHA COLONY ROAD ,Karnataka,Dharwad,580001,,UNITYSUPERSPECIALITYHSP@GMAIL.COM,,,,,,,,,,,,,,
